id,dex_number,region,slug,description,credit,enabled,catchable,abundance,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
10107,52,alola,meowth-alola,"Deeply proud and keenly smart, this Pokémon moves with cunning during battle and relentlessly attacks enemies’ weak points.",,1,1,24,アローラのすがた,Arōranosugata,,Alolan Meowth,,Alola-Form,Forme d'Alola,Dark,,,,,,4,42,10108,,40,35,35,50,40,90,,,,,
10108,53,alola,persian-alola,"This Pokémon is one tough opponent. Not only does it have formidable physical abilities, but it’s also not above fighting dirty.",,1,1,12,アローラのすがた,Arōranosugata,,Alolan Persian,,Alola-Form,Forme d'Alola,Dark,,,,,,11,330,,10107,65,60,60,75,65,115,,,,,
10109,74,alola,geodude-alola,"Its stone head is imbued with electricity and magnetism. If you carelessly step on one, you’ll be in for a painful shock.",,1,2,24,アローラのすがた,Arōranosugata,,Alolan Geodude,,Alola-Form,Forme d'Alola,Rock,Electric,,,,,4,203,10110,,40,80,100,30,30,20,,,,,
10110,75,alola,graveler-alola,"When it comes rolling down a mountain path, anything in its way gets zapped by electricity and sent flying.",,1,2,12,アローラのすがた,Arōranosugata,,Alolan Graveler,,Alola-Form,Forme d'Alola,Rock,Electric,,,,,10,1100,10111,10109,55,95,115,45,45,35,,,,,
10111,76,alola,golem-alola,"It uses magnetism to accelerate and fire off rocks tinged with electricity. Even if it doesn’t score a direct hit, the jolt of electricity will do the job.",,1,2,6,アローラのすがた,Arōranosugata,,Alolan Golem,,Alola-Form,Forme d'Alola,Rock,Electric,,,,,17,3160,,10110,80,120,130,55,65,45,,,,,
10112,88,alola,grimer-alola,"It has a passion for trash above all else, speedily digesting it and creating brilliant crystals of sparkling poison.",,1,1,24,アローラのすがた,Arōranosugata,,Alolan Grimer,,Alola-Form,Forme d'Alola,Poison,Dark,,,,,7,420,10113,,80,80,50,40,50,25,,,,,
10113,89,alola,muk-alola,Muk’s coloration becomes increasingly vivid the more it feasts on its favorite dish—trash.,,1,1,12,アローラのすがた,Arōranosugata,,Alolan Muk,,Alola-Form,Forme d'Alola,Poison,Dark,,,,,10,520,,10112,105,105,75,65,100,50,,,,,
10114,103,alola,exeggutor-alola,This Pokémon’s psychic powers aren’t as strong as they once were. The head on this Exeggutor’s tail scans surrounding areas with weak telepathy.,,1,1,12,アローラのすがた,Arōranosugata,,Alolan Exeggutor,,Alola-Form,Forme d'Alola,Grass,Dragon,,,,,109,4156,,,95,105,85,125,75,45,,,,,
10115,105,alola,marowak-alola,The cursed flames that light up the bone carried by this Pokémon are said to cause both mental and physical pain that will never fade.,,1,2,12,アローラのすがた,Arōranosugata,,Alolan Marowak,,Alola-Form,Forme d'Alola,Fire,Ghost,,,,,10,340,,,60,80,110,50,80,45,,,,,
10116,658,kalos,greninja-battle-bond,,,,,,,,,Battle Bond Greninja,,,,Water,Dark,,,,,15,400,,,72,95,67,103,71,122,,,,,
10117,658,kalos,greninja-ash,,,1,,,サトシゲッコウガ,Satoshigekkōga,,Ash's Greninja,,Ash-Form,Forme Sacha,Water,Dark,,,,1,15,400,,,72,145,67,153,71,132,,,,1,
10118,718,kalos,zygarde-10,,,1,1,6,１０％フォルム,10%Forumu,,10% Zygarde,,10%-Form,Forme 10 %,Dragon,Ground,,1,,,12,335,,,54,100,71,61,85,115,,,,1,
10119,718,kalos,zygarde-50,,,,,,５０％フォルム,50%Forumu,,50% Zygarde,,50%-Form,Forme 50 %,Dragon,Ground,,1,,,50,3050,,,108,100,121,81,95,95,,,,,
10120,718,kalos,zygarde-complete,,,1,1,6,パーフェクトフォルム,Pāfekutoforumu,,Complete Zygarde,,Optimumform,Forme Parfaite,Dragon,Ground,,1,,,45,6100,,,216,100,121,91,95,85,,,,1,
10121,735,alola,gumshoos-totem,,,,,,,,,Totem Gumshoos,,,,Normal,,,,,,14,600,,,88,110,60,55,60,45,,,,,
10122,738,alola,vikavolt-totem,,,,,,,,,Totem Vikavolt,,,,Bug,Electric,,,,,26,1475,,,77,70,90,145,75,43,,,,,
10123,741,alola,oricorio-pom-pom,,,1,1,96,ぱちぱちスタイル,Pachipachisutairu,,Pom-pom Oricorio,,Cheerleading-Stil,Style Pom-Pom,Electric,Flying,,,,,6,34,,,75,70,70,98,70,93,,,,1,890
10124,741,alola,oricorio-pau,,,1,1,96,ふらふらスタイル,Furafurasutairu,,Pa'u Oricorio,,Hula-Stil,Style Hula,Psychic,Flying,,,,,6,34,,,75,70,70,98,70,93,,,,1,891
10125,741,alola,oricorio-sensu,,,1,1,96,まいまいスタイル,Maimaisutairu,,Sensu Oricorio,,Buyo-Stil,Style Buyō,Ghost,Flying,,,,,6,34,,,75,70,70,98,70,93,,,,1,892
10126,745,alola,lycanroc-midnight,,,,,,まよなかのすがた,Mayonakanosugata,,Midnight Lycanroc,,Nachtform,Forme Nocturne,Rock,,,,,,11,250,,,85,115,75,55,75,82,,,,,
10127,746,alola,wishiwashi-school,,,,,,むれたすがた,Muretasugata,,School Wishiwashi,,Schwarmform,Forme Banc,Water,,,,,,82,786,,,45,140,130,140,135,30,,,,,
10128,754,alola,lurantis-totem,,,,,,,,,Totem Lurantis,,,,Grass,,,,,,15,580,,,70,105,90,80,90,45,,,,,
10129,758,alola,salazzle-totem,,,,,,,,,Totem Salazzle,,,,Poison,Fire,,,,,21,810,,,68,64,60,111,60,117,,,,,
10130,774,alola,minior-orange-meteor,,,,,,りゅうせいのすがた,Ryūseinosugata,,Orange Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10131,774,alola,minior-yellow-meteor,,,,,,りゅうせいのすがた,Ryūseinosugata,,Yellow Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10132,774,alola,minior-green-meteor,,,,,,りゅうせいのすがた,Ryūseinosugata,,Green Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10133,774,alola,minior-blue-meteor,,,,,,りゅうせいのすがた,Ryūseinosugata,,Blue Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10134,774,alola,minior-indigo-meteor,,,,,,りゅうせいのすがた,Ryūseinosugata,,Indigo Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10135,774,alola,minior-violet-meteor,,,,,,りゅうせいのすがた,Ryūseinosugata,,Violent Meteor Minior,,Meteorform,Forme Météore,Rock,Flying,,,,,3,400,,,60,60,100,60,100,60,,,,,
10136,774,alola,minior-red,,,,,,あかいろのコア,Akaironokoa,,Red Core Minior,,Roter Kern,Noyau Rouge,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10137,774,alola,minior-orange,,,,,,だいだいいろのコア,Daidaiironokoa,,Orange Core Minior,,Oranger Kern,Noyau Orange,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10138,774,alola,minior-yellow,,,,,,きいろのコア,Kiironokoa,,Yellow Core Minior,,Gelber Kern,Noyau Jaune,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10139,774,alola,minior-green,,,,,,みどりいろのコア,Midoriironokoa,,Green Core Minior,,Grüner Kern,Noyau Vert,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10140,774,alola,minior-blue,,,,,,みずいろのコア,Mizuironokoa,,Blue Core Minior,,Hellblauer Kern,Noyau Bleu,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10141,774,alola,minior-indigo,,,,,,あおいろのコア,Aoironokoa,,Indigo Core Minior,,Blauer Kern,Noyau Indigo,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10142,774,alola,minior-violet,,,,,,むらさきいろのコア,Murasakiironokoa,,Violet Core Minior,,Violetter Kern,Noyau Violet,Rock,Flying,,,,,3,3,,,60,100,60,100,60,120,,,,,
10143,778,alola,mimikyu-busted,,,1,,,ばれたすがた,Baretasugata,,Busted Mimikyu,,Entlarvte Form,Forme Démasquée,Ghost,Fairy,,,,1,2,7,,,55,90,80,50,105,96,,,,,
10144,778,alola,mimikyu-totem-disguised,,,,,,,,,Totem Disguised Mimikyu,,,,Ghost,Fairy,,,,,4,28,,,55,90,80,50,105,96,,,,,
10145,778,alola,mimikyu-totem-busted,,,,,,,,,Totem Busted Mimikyu,,,,Ghost,Fairy,,,,,4,28,,,55,90,80,50,105,96,,,,,
10146,784,alola,kommo-o-totem,,,,,,,,,Totem Kommo'o,,,,Dragon,Fighting,,,,,24,2075,,,75,110,125,100,105,85,,,,,
10147,801,alola,magearna-original,,,,,,５００ねんまえのいろ,500Nenmaenoiro,,Original Magearna,,Originalfarbe,Couleur du Passé,Steel,Fairy,,,,,10,805,,,80,95,115,130,115,65,,,,,
10148,25,kanto,pikachu-partner-cap,,,1,,,キミにきめたキャップ,Kiminikimetakyappu,,Partner Cap Pikachu,,Partner-Kappe,Casquette Partenaire,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10149,105,kanto,marowak-totem,,,,,,,,,,,,,Fire,Ghost,,,,,17,980,,,60,80,110,50,80,45,,,,,
10150,743,alola,ribombee-totem,,,,,,,,,Totem Ribombee,,,,Bug,Fairy,,,,,4,20,,,60,55,60,95,70,124,,,,,
10151,744,alola,rockruff-own-tempo,,,,,,,,,Own Tempo Rockruff,,,,Rock,,,,,,5,92,,,45,65,40,30,40,60,,,,,
10152,745,alola,lycanroc-dusk,,,,,,たそがれのすがた,Tasogarenosugata,,Dusk Lycanroc,,Zwielichtform,Forme Crépusculaire,Rock,,,,,,8,250,,,75,117,65,55,65,110,,,,,
10153,752,alola,araquanid-totem,,,,,,,,,Totem Araquanid,,,,Water,Bug,,,,,31,2175,,,68,70,92,50,132,42,,,,,
10154,777,alola,togedemaru-totem,,,,,,,,,Totem Togedemaru,,,,Electric,Steel,,,,,6,130,,,65,98,63,40,73,96,,,,,
10155,800,alola,necrozma-dusk,,,,,,たそがれのたてがみ,Tasogarenotategami,,Dusk Necrozma,,Abendmähne,Crinière du Couchant,Psychic,Steel,,,,,38,4600,,,97,157,127,113,109,77,,,,,
10156,800,alola,necrozma-dawn,,,,,,あかつきのつばさ,Akatsukinotsubasa,,Dawn Necrozma,,Morgenschwingen,Ailes de l'Aurore,Psychic,Ghost,,,,,42,3500,,,97,113,109,157,127,77,,,,,
10157,800,alola,necrozma-ultra,,,,,,ウルトラネクロズマ,Urutoranekurozuma,,Ultra Necrozma,,Ultra-Necrozma,Ultra-Necrozma,Psychic,Dragon,,,,,75,2300,,,97,167,97,167,97,129,,,,,
10158,52,kanto,meowth-galar,"These daring Pokémon have coins on their foreheads. Darker coins are harder, and harder coins garner more respect among Meowth.",,1,1,24,,,,Galarian Meowth,,,,Steel,,,,,,4,75,863,,50,65,55,40,40,40,,,,,
10159,77,kanto,ponyta-galar,"This Pokémon will look into your eyes and read the contents of your heart. If it finds evil there, it promptly hides away.",,1,1,24,,,,Galarian Ponyta,,,,Psychic,,,,,,8,240,,,50,85,55,65,65,90,,,,,
10160,78,kanto,rapidash-galar,"Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks.",,1,1,12,,,,Galarian Rapidash,,,,Psychic,Fairy,,,,,17,800,,,65,100,70,80,80,105,,,,,
10161,79,kanto,slowpoke-galar,"Because Galarian Slowpoke eat the seeds of a plant that grows only in Galar, their tails have developed a spicy flavor.",,1,1,24,,,,Galarian Slowpoke,,,,Psychic,,,,,,12,360,,,90,65,65,40,40,15,,,,,
10162,80,kanto,slowbro-galar,"If this Pokémon squeezes the tongue of the Shellder biting it, the Shellder will launch a toxic liquid from the tip of its shell.",,1,1,12,,,,Galarian Slowbro,,,,Poison,Psychic,,,,,16,705,,,95,100,95,100,70,30,,,,,
10163,83,kanto,farfetchd-galar,The stalks of leeks are thicker and longer in the Galar region. Farfetch’d that adapted to these stalks took on a unique form.,,1,1,24,,,,Galarian Farfetch'd,,,,Fighting,,,,,,8,420,865,,52,95,55,58,62,55,,,,,
10164,110,kanto,weezing-galar,"Long ago, during a time when droves of factories fouled the air with pollution, Weezing changed into this form for some reason.",,1,1,12,,,,Galarian Weezing,,,,Poison,Fairy,,,,,30,160,,,65,90,120,85,70,60,,,,,
10165,122,kanto,mr-mime-galar,It can radiate chilliness from the bottoms of its feet. It’ll spend the whole day tap-dancing on a frozen floor.,,1,1,12,,,,Galarian Mr. Mime,,,,Ice,Psychic,,,,,14,568,866,,50,65,65,90,90,100,,,,,
10166,144,kanto,articuno-galar,"Known as Articuno, this Pokémon fires beams that can immobilize opponents as if they had been frozen solid.",,1,1,2,,,,Galarian Articuno,,,,Psychic,Flying,,1,,,17,509,,,90,85,85,125,100,95,,,,,
10167,145,kanto,zapdos-galar,"One kick from its powerful legs will pulverize a dump truck. Supposedly, this Pokémon runs through the mountains at over 180 mph.",,1,1,2,,,,Galarian Zapdos,,,,Fighting,Flying,,1,,,16,582,,,90,125,90,85,90,100,,,,,
10168,146,kanto,moltres-galar,The sinister aura that blazes like molten fire around this Pokémon is what inspired the name Moltres.,,1,1,2,,,,Galarian Moltres,,,,Dark,Flying,,1,,,20,660,,,90,85,90,100,125,90,,,,,
10169,199,johto,slowking-galar,"While chanting strange spells, this Pokémon combines its internal toxins with what it’s eaten, creating strange potions.",,1,1,6,,,,Galarian Slowking,,,,Poison,Psychic,,,,,18,795,,,95,65,80,110,110,30,,,,,
10170,222,johto,corsola-galar,Sudden climate change wiped out this ancient kind of Corsola. This Pokémon absorbs others’ life-force through its branches.,,1,1,24,,,,Galarian Corsola,,,,Ghost,,,,,,6,5,864,,60,55,100,65,100,30,,,,,
10171,263,hoenn,zigzagoon-galar,"Thought to be the oldest form of Zigzagoon, it moves in zigzags and wreaks havoc upon its surroundings.",,1,1,12,,,,Galarian Zigzagoon,,,,Dark,Normal,,,,,4,175,,,38,30,41,30,41,60,,,,,
10172,264,hoenn,linoone-galar,This very aggressive Pokémon will recklessly challenge opponents stronger than itself.,,1,1,24,,,,Galarian Linoone,,,,Dark,Normal,,,,,5,325,862,,78,70,61,50,61,100,,,,,
10173,554,unova,darumaka-galar,"The colder they get, the more energetic they are. They freeze their breath to make snowballs, using them as ammo for playful snowball fights.",,1,1,12,,,,Galarian Darumaka,,,,Ice,,,,,,7,400,,,70,90,45,15,45,50,,,,,
10174,555,unova,darmanitan-standard-galar,"Though it has a gentle disposition, it’s also very strong. It will quickly freeze the snowball on its head before going for a headbutt.",,1,1,24,,,,Galarian Darmanitan,,,,Ice,,,,,,17,1200,,,105,140,55,30,55,95,,,,,
10175,555,unova,darmanitan-zen-galar,,,,,,,,,Galarian Zen Darmanitan,,,,Ice,Fire,,,,,17,1200,,,105,160,55,30,55,135,,,,,
10176,562,unova,yamask-galar,It’s said that this Pokémon was formed when an ancient clay tablet was drawn to a vengeful spirit.,,1,1,24,,,,Galarian Yamask,,,,Ground,Ghost,,,,,5,15,867,,38,55,85,30,65,30,,,,,
10177,618,unova,stunfisk-galar,"Its conspicuous lips lure prey in as it lies in wait in the mud. When prey gets close, Stunfisk clamps its jagged steel fins down on them.",,1,1,12,,,,Galarian Stunfisk,,,,Ground,,,,,,7,205,,,109,81,99,66,84,32,,,,,
10178,849,galar,toxtricity-low-key,,,,,,,,,Low Key Toxtricity,,,,Electric,Poison,,,,,16,400,,,75,98,70,114,70,75,,,,,
10179,875,galar,eiscue-noice,,,,,,,,,Noice Face Eiscue,,,,Ice,,,,,,14,890,,,75,80,70,65,50,130,,,,,
10180,876,galar,indeedee-female,,,,,,,,,Female Indeedee,,,,Psychic,Normal,,,,,9,28,,,70,55,65,95,105,85,,,,,
10181,888,galar,zacian-crowned,,,,,,,,,Crowned Zacian,,,,Fairy,Steel,,1,,,28,3550,,,92,170,115,80,115,148,,,,,
10182,889,galar,zamazenta-crowned,,,,,,,,,Crowned Zamazenta,,,,Fighting,Steel,,1,,,29,7850,,,92,130,145,80,145,128,,,,,
10183,892,galar,urshifu-rapid-strike,"This form of Urshifu is a strong believer in
defeating foes by raining many blows down on
them. Its strikes are nonstop, flowing like a river.",,1,1,6,れんげきウーラオス,Rengekiūraosu,,Rapid Strike Urshifu,,,,Fighting,Water,,1,,,19,1050,,891,100,130,100,63,60,97,,,,1,
10184,898,galar,calyrex-ice-rider,,,,,,,,,Ice Rider Calyrex,,,,Psychic,Ice,,1,,,24,8091,,,100,165,150,85,130,50,,,,,
10185,898,galar,calyrex-shadow-rider,,,,,,,,,Shadow Rider Calyrex,,,,Psychic,Ghost,,1,,,24,536,,,100,85,80,165,100,150,,,,,
10186,3,kanto,venusaur-gmax,,,1,,,,,,Gigantamax Venusaur,,,,Grass,Poison,,,,,240,10000,,,80,82,83,100,100,80,,,,,
10187,6,kanto,charizard-gmax,,,1,,,,,,Gigantamax Charizard,,,,Fire,Flying,,,,,280,10000,,,78,84,78,109,85,100,,,,,
10188,9,kanto,blastoise-gmax,,,1,,,,,,Gigantamax Blastoise,,,,Water,,,,,,250,10000,,,79,83,100,85,105,78,,,,,
10189,12,kanto,butterfree-gmax,,,1,,,,,,Gigantamax Butterfree,,,,Bug,Flying,,,,,170,10000,,,60,45,50,90,80,70,,,,,
10190,25,kanto,pikachu-gmax,,,1,,,,,,Gigantamax Pikachu,,,,Electric,,,,,,210,10000,,,35,55,40,50,50,90,,,,,
10191,52,kanto,meowth-gmax,,,1,,,,,,Gigantamax Meowth,,,,Normal,,,,,,330,10000,,,40,45,35,40,40,90,,,,,
10192,68,kanto,machamp-gmax,,,1,,,,,,Gigantamax Machamp,,,,Fighting,,,,,,250,10000,,,90,130,80,65,85,55,,,,,
10193,94,kanto,gengar-gmax,,,1,,,,,,Gigantamax Gengar,,,,Ghost,Poison,,,,,200,10000,,,60,65,60,130,75,110,,,,,
10194,99,kanto,kingler-gmax,,,1,,,,,,Gigantamax Kingler,,,,Water,,,,,,190,10000,,,55,130,115,50,50,75,,,,,
10195,131,kanto,lapras-gmax,,,1,,,,,,Gigantamax Lapras,,,,Water,Ice,,,,,240,10000,,,130,85,80,85,95,60,,,,,
10196,133,kanto,eevee-gmax,,,1,,,,,,Gigantamax Eevee,,,,Normal,,,,,,180,10000,,,55,55,50,45,65,55,,,,,
10197,143,kanto,snorlax-gmax,,,1,,,,,,Gigantamax Snorlax,,,,Normal,,,,,,350,10000,,,160,110,65,65,110,30,,,,,
10198,569,unova,garbodor-gmax,,,1,,,,,,Gigantamax Garbodor,,,,Poison,,,,,,210,10000,,,80,95,82,60,82,75,,,,,
10199,809,alola,melmetal-gmax,,,1,,,,,,Gigantamax Melmetal,,,,Steel,,1,,,,250,10000,,,135,143,143,80,65,34,,,,,
10200,812,galar,rillaboom-gmax,,,1,,,,,,Gigantamax Rillaboom,,,,Grass,,,,,,280,10000,,,100,125,90,60,70,85,,,,,
10201,815,galar,cinderace-gmax,,,1,,,,,,Gigantamax Cinderace,,,,Fire,,,,,,270,10000,,,80,116,75,65,75,119,,,,,
10202,818,galar,inteleon-gmax,,,1,,,,,,Gigantamax Inteleon,,,,Water,,,,,,400,10000,,,70,85,65,125,65,120,,,,,
10203,823,galar,corviknight-gmax,,,1,,,,,,Gigantamax Corviknight,,,,Flying,Steel,,,,,140,10000,,,98,87,105,53,85,67,,,,,
10204,826,galar,orbeetle-gmax,,,1,,,,,,Gigantamax Orbeetle,,,,Bug,Psychic,,,,,140,10000,,,60,45,110,80,120,90,,,,,
10205,834,galar,drednaw-gmax,,,1,,,,,,Gigantamax Drednaw,,,,Water,Rock,,,,,240,10000,,,90,115,90,48,68,74,,,,,
10206,839,galar,coalossal-gmax,,,1,,,,,,Gigantamax Coalossal,,,,Rock,Fire,,,,,420,10000,,,110,80,120,80,90,30,,,,,
10207,841,galar,flapple-gmax,,,1,,,,,,Gigantamax Flapple,,,,Grass,Dragon,,,,,240,10000,,,70,110,80,95,60,70,,,,,
10208,842,galar,appletun-gmax,,,1,,,,,,Gigantamax Appletun,,,,Grass,Dragon,,,,,240,10000,,,110,85,80,100,80,30,,,,,
10209,844,galar,sandaconda-gmax,,,1,,,,,,Gigantamax Sandaconda,,,,Ground,,,,,,220,10000,,,72,107,125,65,70,71,,,,,
10210,849,galar,toxtricity-amped-gmax,,,1,,,,,,Gigantamax Amped Toxtricity,,,,Electric,Poison,,,,,240,10000,,,75,98,70,114,70,75,,,,,
10211,851,galar,centiskorch-gmax,,,1,,,,,,Gigantamax Centiskorch,,,,Fire,Bug,,,,,750,10000,,,100,115,65,90,90,65,,,,,
10212,858,galar,hatterene-gmax,,,1,,,,,,Gigantamax Hatterene,,,,Psychic,Fairy,,,,,260,10000,,,57,90,95,136,103,29,,,,,
10213,861,galar,grimmsnarl-gmax,,,1,,,,,,Gigantamax Grimmsnarl,,,,Dark,Fairy,,,,,320,10000,,,95,120,65,95,75,60,,,,,
10214,869,galar,alcremie-gmax,,,1,,,,,,Gigantamax Alcremie,,,,Fairy,,,,,,300,10000,,,65,60,75,110,121,64,,,,,
10215,879,galar,copperajah-gmax,,,1,,,,,,Gigantamax Copperajah,,,,Steel,,,,,,230,10000,,,122,130,69,80,69,30,,,,,
10216,884,galar,duraludon-gmax,,,1,,,,,,Gigantamax Duraludon,,,,Steel,Dragon,,,,,430,10000,,,70,95,115,120,50,85,,,,,
10217,890,galar,eternatus-eternamax,,,1,,,,,,Eternamax Eternatus,,,,Poison,Dragon,,1,,,1000,10000,,,255,115,250,125,250,130,,,,,
10218,892,galar,urshifu-single-strike-gmax,,,1,,,,,,Gigantamax Single Strike Urshifu,,,,Fighting,Dark,,1,,,290,10000,,,100,130,100,63,60,97,,,,,
10219,892,galar,urshifu-rapid-strike-gmax,,,1,,,,,,Gigantamax Rapid Strike Urshifu,,,,Fighting,Water,,1,,,260,10000,,,100,130,100,63,60,97,,,,,
10220,849,galar,toxtricity-low-key-gmax,,,1,,,,,,Gigantamax Low Key Toxtricity,,,,Electric,Poison,,,,,240,10000,,,75,98,70,114,70,75,,,,,
10221,58,kanto,growlithe-hisui,"These daring Pokémon have coins on their foreheads. Darker coins are harder, and harder coins garner more respect among Meowth.",,1,2,24,,,,Hisuian Growlithe,,,,Fire,Rock,,,,,7,190,10222,,55,70,45,70,50,60,,,,,
10222,59,kanto,arcanine-hisui,,,1,2,12,,,,Hisuian Arcanine,,,,Fire,Rock,,,,,19,1550,,10221,90,110,80,100,80,95,,,,,
10223,100,kanto,voltorb-hisui,,,1,1,24,,,,Hisuian Voltorb,,,,Electric,Grass,,,,,5,104,10224,,40,30,50,55,55,100,,,,,
10224,101,kanto,electrode-hisui,,,1,1,12,,,,Hisuian Electrode,,,,Electric,Grass,,,,,12,666,,10223,60,50,70,80,80,150,,,,,
10225,157,johto,typhlosion-hisui,,,1,1,12,,,,Hisuian Typhlosion,,,,Fire,Ghost,,,,,17,795,,,78,84,78,109,85,100,,,,,
10226,211,johto,qwilfish-hisui,,,1,4,12,,,,Hisuian Qwilfish,,,,Dark,Poison,,,,,5,39,904,,65,95,85,55,55,85,,,,,
10227,215,johto,sneasel-hisui,,,1,1,24,,,,Hisuian Sneasel,,,,Poison,Fighting,,,,,9,280,903,,55,95,55,35,75,115,,,,,
10228,503,unova,samurott-hisui,,,1,1,12,,,,Hisuian Samurott,,,,Water,Dark,,,,,15,946,,,95,100,85,108,70,70,,,,,
10229,549,unova,lilligant-hisui,,,1,1,12,,,,Hisuian Lilligant,,,,Grass,Fighting,,,,,11,163,,,70,60,75,110,75,90,,,,,
10230,570,unova,zorua-hisui,,,1,1,24,,,,Hisuian Zorua,,,,Normal,Ghost,,,,,7,125,10231,,40,65,40,80,40,65,,,,,
10231,571,unova,zoroark-hisui,,,1,1,12,,,,Hisuian Zoroark,,,,Normal,Ghost,,,,,16,811,,10230,60,105,60,120,60,105,,,,,
10232,628,unova,braviary-hisui,,,1,3,12,,,,Hisuian Braviary,,,,Psychic,Flying,,,,,15,410,,,100,123,75,57,75,80,,,,,
10233,705,kalos,sliggoo-hisui,,,1,1,24,,,,Hisuian Sliggoo,,,,Dragon,Steel,,,,,8,175,10234,,68,75,53,83,113,60,,,,,
10234,706,kalos,goodra-hisui,,,1,1,8,,,,Hisuian Goodra,,,,Dragon,Steel,,,,,20,1505,,10233,90,100,70,110,150,80,,,,,
10235,713,kalos,avalugg-hisui,,,1,1,12,,,,Hisuian Avalugg,,,,Ice,Rock,,,,,20,5050,,,95,117,184,44,46,28,,,,,
10236,724,alola,decidueye-hisui,,,1,1,12,,,,Hisuian Decidueye,,,,Grass,Fighting,,,,,16,366,,,78,107,75,100,100,70,,,,,
10237,484,sinnoh,palkia-origin,,,1,,,,,,Origin Palkia,,,,Water,Dragon,,1,,,63,6590,,,90,100,100,150,120,120,,,,1,
10238,483,sinnoh,dialga-origin,,,1,,,,,,Origin Dialga,,,,Steel,Dragon,,1,,,70,8487,,,100,100,120,150,120,90,,,,1,
10239,905,hisui,enamorus-therian,,,1,,,,,,Therian Enamorus,,,,Fairy,Flying,,1,,,16,480,,,74,115,110,135,100,46,,,,1,681
50001,249,johto,lugia-shadow,,HiroWilde#6159,1,,,ダークルギア,Dākurugia,Dark Lugia,Shadow Lugia,,Crypto-Lugia,Lugia Obscur,Shadow,Flying,,1,,1,52,2160,,,106,90,130,90,154,110,,,,,
50002,185,johto,sudowoodo-festive,,SuperJedi224#2591,1,,,クリスマスウソッキー,Kurisumasūsokkī,Christmas Usokkie,Festive Sudowoodo,,Weihnachten Mogelbaum,Simularbre Festif,Rock,,,,,1,12,380,,,70,100,115,30,65,30,,,,,
50003,519,unova,pidove-festive,,HiroWilde#6159,1,,,クリスマスマメパト,Kurisumasumamepato,Christmas Mamepato,Festive Pidove,,Weihnachten Dusselgurr,Poichigeon Festif,Normal,Flying,,,,1,3,21,,,50,55,50,36,30,43,,,,,
50004,255,hoenn,torchic-festive,,HiroWilde#6159,1,,,クリスマスアチャモ,Kurisumasuachamo,Christmas Achamo,Festive Torchic,,Weihnachten Flemmli,Poussifeu Festif,Fire,,,,,1,4,25,,,45,60,40,70,50,45,,,,,
